"Time to get my life together so i can head to the desert in the AM #Coachella #Coachella #Coachella!","neg"
"RT @FreddyRivera: My first #Coachella 2009... #SirPaulMcCartney #tbt. This was the year of #Morrissey, #TheCure,â€¦ http://t.co/2b9ZdsIylE","pos"
"I wanna go to #coachella so bad!! #bucketlist","pos"
"everyone talking about #coachella makes me want to go even more now sobbing","neg"
"apologizing in advance for all my snapchat stories tomorrow ðŸ˜ŽðŸŽ¶ #coachella","pos"
"And this is happening in the gift shop. #coachella @ Coachella Polo Fields http://t.co/ibQ3g5qGRh","pos"
"#Coachella needs a space needle like #Seattle","pos"
"Start of the party! #coachella2014 #coachella #party http://t.co/yzAu0jHg0f","pos"
"on the way to the dessert #coachella","pos"
"RT @elreyyy_: @ampradio he said "TAKE MY GRANDKIDS TO COACHELLAðŸ™ðŸ™" #ampradio #coachella http://t.co/wIwZa5QvPx","pos"
"Filing into car camping at #coachella // it's magical here. http://t.co/5CumHdYdbH","pos"
"RT @realshawnisaac: Girls at #Coachella http://t.co/8fCHTLTXHP","neg"
"An outfit for each day of #Coachella's first weekend: http://t.co/NwpLKCNXFj http://t.co/Xb9IgDjXz7","pos"
"RT @HotNewHipHop: Frank Ocean Is Almost Done With New Album; May Skip #Coachella To Complete It! http://t.co/ua4AWc6445 RT!","neg"
"obsessed with my truck bed! â¤ï¸ðŸ’¤ #coachella http://t.co/lRCneJDXH6","pos"
"Happy #Coachella @ Coachella Valley Music and Arts Festival http://t.co/gc56Tf8qRY","pos"
"Oh chyeaaaah...I'm soooo excited for #Coachella! Lol! http://t.co/5J47oxtMPi","pos"
"#Coachella needs an In and Out Burger Truck","pos"
"RT @Wantickets: RETWEET if you're ready for #Coachella!! http://t.co/XY1NnLTo6A","pos"
"Finally on our way to #Coachella ðŸ˜ŽðŸ‘ðŸ‘ðŸ‘","pos"
"Queens of the Stone Age! @thecorpseag #smoothsailing see them at #coachella Saturday night! @ Grandâ€¦ http://t.co/qUgcDZpG7X","pos"
"Time to get this #workout on!! #abs #sixpack #edcbody #coachella #edc #edmfit","pos"
"This is so cute! #gingerbread #house #Coachella http://t.co/b8OP2utcLr","pos"
"My photo side proyect for tomorrow at #coachella will be the novice feeling what a desert sun will do to you by 3 p.m. #DrinkYourWaterKids","neg"
"Photo: @dam_funk is spinning some amazing jams with #nofilter necessary! #filteryachtclub #coachella... http://t.co/EKOzbPu25z","pos"
"One more week #coachella2014 #coachella #idratherbeinindio #idratherbeincoachella #coachellaweekend2â€¦ http://t.co/eTQbZhhqJX","pos"
"RT @VanessaHudgens: Oops I think I'm packing my whole closet. Unpacking going to SUCK. Oh well #coachella #stylefreedom","neg"
"RT @GabboInLA: #mydayinla Dusted off the RV, mapped a trip to the desert, #Coachella, ya nos vamos pa ya! See you soon LA, coming back withâ€¦","pos"
"RT @Rickafox: Whats that I smell? Oh its #Coachella weekend - golf should be interesting tomorrow - #SantaAnaWinds  the devil winds acrosâ€¦","neg"
"FINALLY HERE #COACHELLA","pos"
"@robdelaney I'm going to #COACHELLA with @joshfadem. it's gonna be SO #sick!","pos"
"Photo: @aerie does #coachella #aeriereal (at Filter Magazine Coachella Party at Yacht Club) http://t.co/K1X5f1ZpRP","pos"
"Prince surprise at #Coachella? #HAIM (@HAIMtheband) has expressed interest in performing with the Purple One http://t.co/cehXBPfOLm","pos"
"Maybe someday I'll be there! #Coachella http://t.co/f7OeQIJH6s","pos"
"One more day #COACHELLA ðŸŒ´","pos"
"Who brought a Keg to #Coachella?","pos"
"#Coachella needs a subway system","neg"
"Hey #Coachella heads come to #ArtMart @downtownartwalk and pick up your #MobiLens and some free goodies! http://t.co/ADscNhL3yn","pos"
"Going to!!!! #coachella","pos"
"#Coachella #festivals #lifestyle #Music #travel How to Survive Coachella 2014 http://t.co/G02lDed8NC","pos"
"starting to get ready http://t.co/ES3ip4Sljl #coachella #california #valleymusictravel","pos"
"Festival Tips to party like a pro: #Coachella Edition. http://t.co/rZg06mQ2kJ http://t.co/kSUE8imX6e","pos"
"@dbeltwrites one being you screaming #coachella!!!ðŸ˜ƒâ˜ºï¸ or will that be @HeffronDrive??ðŸ˜","pos"
"Wow #Coachella","pos"
"RT @Damianizm: Hey twits IM FUCKED UP #coachella #parties http://t.co/08F9qTpv6U","pos"
"RT @katyperry: Thx! RT @voguemagazine: a free spirit #Coachella style @ its best w/@katyperry in @HELMUTLANG http://t.co/3ksYm7vF2i http://â€¦","pos"
"setting up for @karifeinsteinpr's #Coachella style lounge w/ @amazonassandals! @ La Quinta http://t.co/wMFmXzuKsv http://t.co/EjuenIz3E4","pos"
"#Coachella needs a 20 story hotel across the street. Maybe 5 hotels","neg"
"Coachella!!! We are officially open...come check out our double setup in #coachella  #generalstoreâ€¦ http://t.co/n44m3Q71C3","pos"
"RT @bakespace: .@saucela recommends planning in advance...divide &amp; conquer when there's food &amp; music! #coachella #kitchenparty","pos"
"RT @eeezybee: Still can't believe #coachella is tomorrow. Once @Ahnika_Maxine gets here tomorrow morning it's going to get real ðŸ˜³","pos"
"This jet-lagged #sleepingbeauty on my bed before #coachella tomorrow...ðŸ˜˜ðŸŒ™â­ï¸ nightphantom #goodnightâ€¦ http://t.co/ngKpXZCUH4","neg"
"RT @aauthorsmusic: So I know we're not doing #Coachella but we are doing a pre-festivus party for @Dickies at @acehotel in #PalmSprings ! Wâ€¦","pos"
"I can already hear them now #coachella","pos"
"@dbeltwrites I guess we should all prepare ourselves too! Who are you most anxious to see at #Coachella?","pos"
"RT @bakespace: If I'm not learning something at every event, I'm not doing it right - Great insight from @saucela #coachella #kitchenparty","pos"
"RT @ChristinaMilian: I see you reppin'! Always feeling the love! @platinumehookah is heading to #coachella! Come visit ourâ€¦ http://t.co/cfAâ€¦","pos"
"Having a really hard time deciding my schedule for #coachella #weekend2","neg"
"#palmsprings #getaway #Coachella http://t.co/Q4do1yUFdR","pos"
"Hopefully my tinder game is above par this weekend. #coachella","pos"
"RT @bakespace: #Coachella2014: Music festival provides haven for foodies http://t.co/xEZjq79Y9K via @gwong617 #coachella #music #food","pos"
"SO excited #Coachella ðŸŒžðŸŒµðŸŽ¶â€œ@latimesent: #Coachella2014: Listen to our roundup of the artists http://t.co/5kxJjie9brâ€","pos"
"RT @kimcrossman: #tbt can't believe it's been a year since we danced around in the sand storm â¤ï¸ #coachella who's goingâ€¦ http://t.co/Zy4Gihâ€¦","pos"
"What it do #Coachella","pos"
"I've got VIP tix for #Coachella, but not going, &amp; I'll probably leave them in the window til they're sun-faded.  Why?  FUCK YOU, that's why.","neg"
"Yes! @bonpuf! â€œ@bakespace: Mango chili #cottoncandy at #Coachella?  Wow! @saucela #kitchenpartyâ€","pos"
"Photo: #coachella #party #palmdesert #indio #edm #house #film #shots #skipfredricks #producer #follow... http://t.co/Da0SDmfFvn","pos"
"#coachella #party #palmdesert #indio #edm #house #film #shots #skipfredricks #producer #follow #singleâ€¦ http://t.co/7yXN3yz4xW","pos"
"Time Difference suck ass! #California #Coachella2014 #Coachella #travel #NYC #airplane http://t.co/xoTZbxDPbz","neg"
"RT @zachary_kuhl: @jebs1523 @Things4WhitePpl @Stefanelli30 @gkuhlmann2 @PappaStengel so stoked because I have the freedom and the funding #â€¦","pos"
"I'm in this! @DailyReHash: We asked 9 people to pronounce @coachella band names &amp; this is what happened! http://t.co/o69NUHgicb #coachella","pos"
"New Music To Know: 6 Acts to See At #Coachella http://t.co/8N12kF6v04","pos"
"If you're at #Coachella, look out for these limited edition Klique tees. #KliquedUp @kliqueapp ... http://t.co/35Om8etxhM","pos"
"RT @fashionfoiegras: Dress of the Day! Love Watermelon? How about wearing it....? Perfect for #coachella http://t.co/87aJ5JwFxA http://t.coâ€¦","pos"
"RT @ComplexStyle: How to not look like an asshole at #Coachella. Do everything the opposite of this asshole: http://t.co/M3fskJggzh http://â€¦","neg"
"Photo: @coachella. We have a arrived. #coachella. http://t.co/gADo06YofI","pos"
"My passenger for the ride to #Coachella @casamigos #HouseofFriends #Caroffriends http://t.co/cuIX5XJPfc","pos"
"coachella.  We have a arrived.   #coachella. http://t.co/qCjz710KVg","pos"
"Campground blues jam. Night breeze is cool, campers rollin in. Life es bueno... coachella #coachellaâ€¦ http://t.co/ooYaCVJFit","pos"
"RT @HeyEden: Packing for #Coachella can't wait to rock all these fab new clothes from @hudsonjeans this weekend!â€¦ http://t.co/oaZYpDSR9A","pos"
"No chargers on the bus... smh... headed to #Coachella","neg"
"RT @randallpjenkins: Everybody remember to use the official #Coachella hashtag so that I can muâ€¦ I mean stay in the loop. Yeah, I definitelâ€¦","pos"
"#Coachella #roadtrip #arizona #starbucks #tireeddddd #asapferg @poweredbymartin #nationalsiblingday http://t.co/HnEibQazJY","neg"
"We just arrived for #Disclosure, #MK, and #ASAPFerg. Happy #Coachella weekend! â€” at Club NOKIA http://t.co/9NYQevdP2c","pos"
"@jennguyen_ @lisaaanguyen @baykawaii exciting future ahaha #coachella gives me an opportunity to wear my graduation heels!!","pos"
"ðŸ˜ŽðŸ˜ŽðŸ˜Ž #snowball #fight in the #desert?! Why yes!!! #coachella #2014 #indio #california @ Coachella http://t.co/76PRFq58HF","pos"
"RT @hrtsrevolution: FUN IN THE SUN #COACHELLA http://t.co/grvs4g9QAU SEE YOU THERE","pos"
"RT @OpenGarden: #FireChat does #Coachella. So could you if you're lucky: http://t.co/UsCcO82j2S http://t.co/CLoYsciQVr","pos"
"Takes all year to get this green carpet &amp; blue sky to look this good for you. (@jason_bentley) #Coachella #Bestivals http://t.co/WmH5CXI1gu","pos"
"Packing has never been more stressful. #coachella","neg"
"I cannot wait to play spot the basic bitches at #coachella!","neg"
"It's all happening again. Happy Brochella! #sahara #coachellahau5 #coachella danbagnall @ Coachella http://t.co/WUgjYKTR3e","pos"
"RT @MyDearC: So does this mean Matt &amp; Chris will be in cherry-pickers out over the crowd? Great idea! #Coachella http://t.co/TcZWl59G5O","pos"
"Pixies and Julian Casablancas have been added to #Coachella's lineup: http://t.co/Nz0c8KKH5s Plz Rt","pos"
"I'm at the Ace and I'm tired so if y'all aren't gonna come out here on a Thursday night then that's your AND my loss #coachella","neg"
"Are you ready for #COACHELLIE? @EllieGoulding #Coachella http://t.co/HaA7UcEsIC LMAO","pos"
"RT @ChristinaMilian: I see you reppin'! Always feeling the love! @platinumehookah is heading to #coachella! Come visit ourâ€¦ http://t.co/cfAâ€¦","pos"
"I'm not even mad to be sitting it traffic because #coachella","pos"
"#tbt to last year #Coachella...No doubt I have the best sister in the world. Happy national siblingâ€¦ http://t.co/io2gjxxkep","pos"
"#desertgold woot woot PS I â¤ï¸U #coachella @ Ace Hotel &amp; Swim Club http://t.co/IlZWaIanXS","pos"
"RT @Outkast: Back on stage in TWO DAYS to kick off the #Outkast20 festival run!! Who's headed to #Coachella? http://t.co/zVyvVEAlST","pos"
"This shit is mayhem. Hunger games style!!! #Snowballfight #coachella #TooDrunk http://t.co/9qln9sIX94","neg"
"#tbt to #coachella last year I'll be crying this whole weekend because I'm not there ðŸ’” to anyone goingâ€¦ http://t.co/zVX9BZFLtw","neg"
"@Bri_Crum See the #coachella skin survival kit I made for my client. http://t.co/kB4q76fBRO Have fun, Bri!","pos"
"this time difference is screwing with my emotions #California #Coachella2014 #Coachella #thefeels #feelingthefeels #toomanyfeels","neg"
"Still have to find a way to clone myself by Sunday to watch Motorhead and Arcade Fire at the same time #BiggestConflict #Coachella","neg"
"The dudes from #goodnightla are hittin' the road and heading to weekend 1 of #coachella! Thanks toâ€¦ http://t.co/M33x6GyyTn","pos"
"Dress of the Day! Love Watermelon? How about wearing it....? Perfect for #coachella http://t.co/87aJ5JwFxA http://t.co/arlmLU8DSV","pos"
"RT @dorothywang: Just left this amazing event on the middle of Natalie cole performing... #Coachella","pos"
"So excited for #Coachella this weekend! Today I'm sharing a few of my fave looks on the blog! Andâ€¦ http://t.co/R0pXo3siVu","pos"
"Coachella valley, it's great to see you.  Lovin' the vibes at our country club. #coachella #wehere #mmmk","pos"
"On the way to the desert #Coachella","neg"
"I'm gonna REALLY be Pocahontas when I return from #coachella #tanlife","pos"
"I want to see #Coachella with my own eyes!","pos"
"RT @siushi: Wish they sold #tacosocks in store at @Target. Won't get it in time for #Coachella from online order. :( @angelachang","neg"
"Couch!!    (It's like #coachella but, completely opposite)","neg"
"Fancy Palm Springs dinner time with the bestie klu826 #coachella @ Jake's http://t.co/tBfbuIWUKt","pos"
"RT @LoveGoldLive: #Coachella cool - These @Mizuki_Jewelry feather #earrings are perfect for #festivals, right? http://t.co/wrep11DEEz http:â€¦","pos"
"RT @wolvesx4: http://t.co/RCLQ5rE3LT Get our album for FREE before our show this weekend #Coachella2014 #Coachella","pos"
"RT @HideYourMilk: Meanwhile at Coachella... #Coachella #hipsters http://t.co/vVCsG4pa1P","neg"
"Finally here #COACHELLA","pos"
"#Coachella party set up via @foundrentals / photo by @jewelatfound . Kinda jealous of... http://t.co/kGCBb2UEbE http://t.co/MwCKe8Fhlf","neg"
"RT @NickCannon: The Kings are back!!! #Coachella #Outkast http://t.co/qFlNud6G09","pos"
"Everyone is coming in for #coachella and we're driving out. Lol #LA here we come ;p","pos"
"I feel like every year at #Coachella time, it's necessary to tweet this poster out again. #YourFavoriteBandFrom2002 http://t.co/QBbChMXWqv","neg"
"STAB DIE I HATE YOU #coachella http://t.co/AEB6v6Ohvx","neg"
"Chomping down on some weed cookies..... #Coachella how I love you.","pos"
"I was looking for bands to make fun of that I havenâ€™t heard of but this band name is just GREAT: Foxygen. #Coachella","pos"
"RT @rockstarenergy: PEACE &amp; LOVE, we're headed to the desert! #Coachella http://t.co/GtNNfTXF88","pos"
"Here we go! #Coachella I'm hereeeee","pos"
"My #Festival guide is out! Every year music festivals feature bigger &amp; better lineups http://t.co/wda92rrAe6 #Coachella #PembertonFest","pos"
"Everyone is coming in for #coachella and we're driving out. Lol","pos"
"Let me tell you bout my best friend ðŸ’— @jackidinger #coachella http://t.co/opcdnNZORc","pos"
"#coachella #coachella2014 excited!! ðŸ˜ countdown! http://t.co/UfGeQYD2Bu","pos"
"Pretty sure there will be twerking this weekend! #twerk #coachella","pos"
"next year forsure ðŸ˜ #coachella","pos"
"#Coachella we have arrived!!! &gt;.&lt;","pos"
"My version of #Coachella: Showing up to random sporting events and start coaching one of teams. It works occasionally.","neg"
"RT @GoldiesLA: We're getting ready out here! Hope to see you this weekend at #Coachella in the VIP section! #goldiesla http://t.co/dF69C5XQâ€¦","pos"
"So ummm... Who's goin to this lil thing? Let's meet up! GA stands for Great Attitude! #coachella @â€¦ http://t.co/qJlDcruzWD","pos"
"#coachella two more fucking hours fuck","neg"
"Find us at #Coachella this weekend and score Ministry of Supply sunglasses.  It's bright out there kids.  #staycool","pos"
"How to pack for #coachella: 1. Throw everything on a Mexican blanket 2. Get a real Mexican  to fold itâ€¦ http://t.co/jZEOVTJNvG","neg"
"RT @fruttare: Missing #Coachella this year? No bigs, watch the live stream here!  https://t.co/ubbjt2O6rb","pos"
"So excited for #Coachella this weekend! Today I'm sharing a few of my fave looks on the blog! Abdâ€¦ http://t.co/1cx96BGbUu","pos"
"RT @Wantickets: The first Zero Gravity #Coachella after-party starts tomorrow!! Receive a $20 off by registering for @SocialNightlife http:â€¦","pos"
"I so want to go to coachella next year #coachella","pos"
"First I see Samuel L Jackson on my flight to LA and then Simon Cowell as I rush to my #Coachella shuttle. Oh so clichÃ© LA.","neg"
"lol #Coachella http://t.co/s9Vu4oMO18","pos"
"Our #Coachella condo is officially a full on party!!!! #DnA http://t.co/sAYkCuVkxO","pos"
"RT @LanieRTR: Can someone kidnap me and take me to #Coachella please?","neg"
"I'm so ready for Coachella ðŸ’âœ¨ | #coachella #imNOTgoing #fashion #music #style #iwish #lazy #allblackâ€¦ http://t.co/YiA40ERUMf","neg"
"@Primizie Just discovered amazing #Primizie on #Coachella trip w/ @styleMBA. Arguably best chip (or cracker) I've ever tasted #addicted","pos"
"shit hipster guys say #funny #hipsters #coachella #sh...","pos"
"It's the most wonderful time of year! Happy #Coachella! PS I'm more excited right now than I am on Christmas Eve. Sleep well festival goers!","pos"
"i wish i was at #coachella ðŸ˜© @taniaaloveee drunk texting me ðŸ‘ðŸ’ƒ http://t.co/R1k8qFORea","neg"
"#coachella I'm all up in you. coachella @calvinradsick #snailchella #art #installation @ Coachellaâ€¦ http://t.co/g2X3QXnvky","pos"
"LOL @ the big white van with "free candy" written on it #coachella","pos"
"RT @djcarnage: RT RT @ChipotleGangHTX: No one forget you can catch @djcarnage #Coachella set tommorw live at 9PM PDT http://t.co/P1PYvIBt2mâ€¦","pos"
"I'd rather watch an Adam Sandler movie marathon than attend #coachella","neg"
"We may not be making the trip to #Coachella this year but we can still dream up festival inspiredâ€¦ http://t.co/1IPBnA4mD5","pos"
"At the campsite with our new UK friends telling war stories. Including: a dildo factory, eating sticks of butter, and a hug off #coachella","pos"
"Patiently waiting to leave for #coachella","pos"
"Looks like I'm going to have to map out these #eatingspots while I'm in #Coachella this weekend. #hungrymusicgoer http://t.co/crQJGvkoBk","pos"
"The #fineart on my car for #coachella #outkast #beck #qotsa #dodgers #yabish #coachillinâ€¦ http://t.co/NSFETZaSIK","pos"
"so good. 2 all da #BasicBitches: I hope u find ur #neonbro: Basic Bitches' Guide to #Coachella 2014 http://t.co/bkhtQ4ziWB via @NOISEYMUSIC","neg"
"We have #tickets and 3 day #passes available for #Coachellaâ€¦ http://t.co/nyH5iUTbfG","pos"
"This should be fun doe. #WeAreNRG #MarkusSchulz #Coachella http://t.co/wXZPtKfvCz","pos"
"Insane traffic on the 10 freeway....getting off and side streeting it #coachella","neg"
"Bucket list: Go to #coachella. #truth","pos"
"Still can't believe #coachella is tomorrow. Once @Ahnika_Maxine gets here tomorrow morning it's going to get real ðŸ˜³","pos"
"We're getting ready out here! Hope to see you this weekend at #Coachella in the VIP section! #goldiesla http://t.co/dF69C5XQnN","pos"
